"sample_id","molecule_h5","sample_id_ori2","Counts_List"
"STARR_060_3rd","/media/jianie/SequencingFiles_6/20220914_Counts/STARR_060_3rd/outs/molecule_info.h5","STARR_060",307
"STARR_082_2nd","/media/jianie/SequencingFiles_6/20220914_Counts/STARR_082_2nd/outs/molecule_info.h5","STARR_082",310
